Device : cpu
Seed   : 42
Total timesteps : 3,000,000
Steps/iter      : 512
Total iters     : 5859
Parallel envs   : 4

Creating LunarLander-v3 environments...
obs_dim   : 8
n_actions : 4
Policy params : 5,061

Starting training — run: lunar_ppo_1781379942

  iter |     steps |    sps |   ep_rew | ep_len | n_eps |     pol |     val |     ent |       kl |     ev | lr
iter  4749 | steps 2,431,488 | sps   2470 | ep_rew   113.84 | ep_len   1001 | n_eps    2 | pol -0.0004 | val  0.0012 | ent -0.9649 | kl 0.000017 | ev  0.976 | lr 1.00e-04
iter  4750 | steps 2,432,000 | sps   2374 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0030 | ent -0.9006 | kl 0.000022 | ev  0.376 | lr 1.00e-04
iter  4751 | steps 2,432,512 | sps   2398 | ep_rew   146.05 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0004 | ent -0.9213 | kl 0.000026 | ev  0.989 | lr 1.00e-04
iter  4752 | steps 2,433,024 | sps   2313 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0001 | val  0.0002 | ent -0.9430 | kl 0.000025 | ev  0.954 | lr 1.00e-04
iter  4753 | steps 2,433,536 | sps   2032 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0010 | val  0.0009 | ent -0.9558 | kl 0.000028 | ev  0.196 | lr 1.00e-04
iter  4754 | steps 2,434,048 | sps   2402 | ep_rew   147.36 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0006 | ent -0.9579 | kl 0.000035 | ev  0.962 | lr 1.00e-04
iter  4755 | steps 2,434,560 | sps   2469 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0002 | ent -0.9140 | kl 0.000042 | ev  0.983 | lr 1.00e-04
iter  4756 | steps 2,435,072 | sps   2467 | ep_rew   128.34 | ep_len   1001 | n_eps    1 | pol -0.0010 | val  0.0011 | ent -0.9459 | kl 0.000031 | ev  0.705 | lr 1.00e-04
iter  4757 | steps 2,435,584 | sps   2479 | ep_rew   109.86 | ep_len   1001 | n_eps    1 | pol  0.0001 | val  0.0008 | ent -0.9657 | kl 0.000055 | ev  0.980 | lr 1.00e-04
iter  4758 | steps 2,436,096 | sps   2568 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0025 | ent -0.9089 | kl 0.000007 | ev  0.502 | lr 1.00e-04
iter  4759 | steps 2,436,608 | sps   2306 | ep_rew   168.94 | ep_len    638 | n_eps    2 | pol -0.0003 | val  0.0079 | ent -0.8482 | kl 0.000017 | ev  0.837 | lr 1.00e-04
iter  4760 | steps 2,437,120 | sps   2564 | ep_rew   186.04 | ep_len    442 | n_eps    1 | pol  0.0001 | val  0.0062 | ent -0.8924 | kl 0.000007 | ev  0.819 | lr 1.00e-04
iter  4761 | steps 2,437,632 | sps   2542 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0015 | val  0.0024 | ent -0.9715 | kl 0.000055 | ev  0.366 | lr 1.00e-04
iter  4762 | steps 2,438,144 | sps   2499 | ep_rew   138.73 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0004 | ent -1.0145 | kl 0.000024 | ev  0.985 | lr 1.00e-04
iter  4763 | steps 2,438,656 | sps   2557 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0005 | ent -0.9916 | kl 0.000120 | ev  0.938 | lr 1.00e-04
iter  4764 | steps 2,439,168 | sps   2526 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0002 | val  0.0007 | ent -1.0159 | kl 0.000028 | ev -0.099 | lr 1.00e-04
iter  4765 | steps 2,439,680 | sps   2486 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0000 | ent -1.0246 | kl 0.000048 | ev  0.958 | lr 1.00e-04
iter  4766 | steps 2,440,192 | sps   2475 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0020 | val  0.0000 | ent -1.0156 | kl 0.000237 | ev  0.960 | lr 1.00e-04
iter  4767 | steps 2,440,704 | sps   2476 | ep_rew   117.20 | ep_len   1001 | n_eps    2 | pol  0.0002 | val  0.0013 | ent -0.9183 | kl 0.000064 | ev  0.974 | lr 1.00e-04
iter  4768 | steps 2,441,216 | sps   2420 | ep_rew   145.09 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0029 | ent -0.9418 | kl 0.000026 | ev  0.886 | lr 1.00e-04
iter  4769 | steps 2,441,728 | sps   3589 | ep_rew    10.42 | ep_len    182 | n_eps    1 | pol -0.0003 | val  0.0058 | ent -0.9828 | kl 0.000038 | ev  0.786 | lr 1.00e-04
iter  4770 | steps 2,442,240 | sps   2523 | ep_rew   128.46 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0015 | ent -0.9475 | kl 0.000051 | ev  0.965 | lr 1.00e-04
iter  4771 | steps 2,442,752 | sps   2554 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0023 | ent -0.9630 | kl 0.000026 | ev  0.656 | lr 1.00e-04
iter  4772 | steps 2,443,264 | sps   2093 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0001 | ent -1.0179 | kl 0.000062 | ev  0.950 | lr 1.00e-04
iter  4773 | steps 2,443,776 | sps   2493 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0012 | val  0.0003 | ent -0.9417 | kl 0.000201 | ev  0.918 | lr 1.00e-04
iter  4774 | steps 2,444,288 | sps   2491 | ep_rew   124.79 | ep_len   1001 | n_eps    2 | pol -0.0014 | val  0.0013 | ent -0.9252 | kl 0.000162 | ev  0.930 | lr 1.00e-04
iter  4775 | steps 2,444,800 | sps   2589 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0003 | ent -0.8777 | kl 0.000061 | ev  0.991 | lr 1.00e-04
iter  4776 | steps 2,445,312 | sps   2514 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0008 | ent -0.9213 | kl 0.000008 | ev  0.646 | lr 1.00e-04
iter  4777 | steps 2,445,824 | sps   2468 | ep_rew   139.56 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0015 | ent -0.9219 | kl 0.000022 | ev  0.937 | lr 1.00e-04
iter  4778 | steps 2,446,336 | sps   2584 | ep_rew   163.11 | ep_len   1001 | n_eps    1 | pol -0.0009 | val  0.0008 | ent -0.9263 | kl 0.000108 | ev  0.975 | lr 1.00e-04
iter  4779 | steps 2,446,848 | sps   2468 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0013 | val  0.0023 | ent -0.8381 | kl 0.000022 | ev  0.520 | lr 1.00e-04
iter  4780 | steps 2,447,360 | sps   2511 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0002 | ent -0.7837 | kl 0.000022 | ev  0.938 | lr 1.00e-04
iter  4781 | steps 2,447,872 | sps   2548 | ep_rew   208.11 | ep_len    478 | n_eps    1 | pol -0.0000 | val  0.0054 | ent -0.8995 | kl 0.000018 | ev  0.858 | lr 1.00e-04
iter  4782 | steps 2,448,384 | sps   2347 | ep_rew   147.15 | ep_len   1001 | n_eps    2 | pol -0.0008 | val  0.0035 | ent -0.8922 | kl 0.000026 | ev  0.922 | lr 1.00e-04
iter  4783 | steps 2,448,896 | sps   2537 | ep_rew    25.27 | ep_len    130 | n_eps    1 | pol -0.0002 | val  0.0117 | ent -0.9040 | kl 0.000034 | ev  0.713 | lr 1.00e-04
iter  4784 | steps 2,449,408 | sps   2562 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0014 | ent -0.8952 | kl 0.000044 | ev  0.967 | lr 1.00e-04
iter  4785 | steps 2,449,920 | sps   2488 | ep_rew   129.01 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0003 | ent -0.9244 | kl 0.000056 | ev  0.772 | lr 1.00e-04
iter  4786 | steps 2,450,432 | sps   2550 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0005 | ent -0.9203 | kl 0.000148 | ev  0.979 | lr 1.00e-04
iter  4787 | steps 2,450,944 | sps   2538 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0011 | ent -0.9227 | kl 0.000073 | ev -1.033 | lr 1.00e-04
iter  4788 | steps 2,451,456 | sps   2520 | ep_rew    93.81 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0002 | ent -0.9342 | kl 0.000005 | ev  0.563 | lr 1.00e-04
iter  4789 | steps 2,451,968 | sps   2343 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0002 | ent -0.9220 | kl 0.000026 | ev  0.987 | lr 1.00e-04
iter  4790 | steps 2,452,480 | sps   2374 | ep_rew    70.76 | ep_len    604 | n_eps    2 | pol -0.0001 | val  0.0131 | ent -0.9541 | kl 0.000049 | ev  0.805 | lr 1.00e-04
iter  4791 | steps 2,452,992 | sps   2488 | ep_rew   143.98 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0011 | ent -0.9507 | kl 0.000018 | ev  0.960 | lr 1.00e-04
iter  4792 | steps 2,453,504 | sps   2463 | ep_rew    21.11 | ep_len    234 | n_eps    1 | pol -0.0007 | val  0.0102 | ent -0.9860 | kl 0.000044 | ev  0.815 | lr 1.00e-04
iter  4793 | steps 2,454,016 | sps   2452 | ep_rew    75.14 | ep_len    598 | n_eps    2 | pol -0.0012 | val  0.0123 | ent -0.9120 | kl 0.000117 | ev  0.740 | lr 1.00e-04
iter  4794 | steps 2,454,528 | sps   2379 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0061 | ent -0.7890 | kl 0.000055 | ev  0.818 | lr 1.00e-04
iter  4795 | steps 2,455,040 | sps   2529 | ep_rew   139.44 | ep_len    453 | n_eps    1 | pol -0.0007 | val  0.0072 | ent -0.9294 | kl 0.000075 | ev  0.826 | lr 1.00e-04
iter  4796 | steps 2,455,552 | sps   2386 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0012 | ent -0.9817 | kl 0.000033 | ev  0.512 | lr 1.00e-04
iter  4797 | steps 2,456,064 | sps   2515 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0018 | val  0.0003 | ent -0.9779 | kl 0.000023 | ev  0.809 | lr 1.00e-04
iter  4798 | steps 2,456,576 | sps   2512 | ep_rew   128.31 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0007 | ent -0.9590 | kl 0.000015 | ev  0.982 | lr 1.00e-04
iter  4799 | steps 2,457,088 | sps   2510 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0005 | ent -0.9704 | kl 0.000025 | ev  0.924 | lr 1.00e-04
iter  4800 | steps 2,457,600 | sps   2515 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0000 | ent -0.9721 | kl 0.000007 | ev  0.939 | lr 1.00e-04
  [ckpt] saved → models/lunar_ppo/lunar_checkpoint_2457600.pt
iter  4801 | steps 2,458,112 | sps   2516 | ep_rew   131.79 | ep_len   1001 | n_eps    2 | pol -0.0002 | val  0.0009 | ent -0.9716 | kl 0.000005 | ev  0.966 | lr 1.00e-04
iter  4802 | steps 2,458,624 | sps   2543 | ep_rew   105.76 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0010 | ent -0.9134 | kl 0.000119 | ev  0.974 | lr 1.00e-04
iter  4803 | steps 2,459,136 | sps   2525 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0025 | ent -0.9219 | kl 0.000066 | ev  0.922 | lr 1.00e-04
iter  4804 | steps 2,459,648 | sps   2435 | ep_rew   189.76 | ep_len    336 | n_eps    1 | pol -0.0000 | val  0.0064 | ent -0.9058 | kl 0.000014 | ev  0.761 | lr 1.00e-04
iter  4805 | steps 2,460,160 | sps   2551 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0006 | ent -0.9903 | kl 0.000019 | ev  0.529 | lr 1.00e-04
iter  4806 | steps 2,460,672 | sps   2523 | ep_rew   150.47 | ep_len   1001 | n_eps    1 | pol -0.0021 | val  0.0012 | ent -0.9937 | kl 0.000136 | ev  0.978 | lr 1.00e-04
iter  4807 | steps 2,461,184 | sps   2464 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0010 | ent -0.9682 | kl 0.000065 | ev  0.792 | lr 1.00e-04
iter  4808 | steps 2,461,696 | sps   2502 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0003 | ent -0.9959 | kl 0.000037 | ev  0.284 | lr 1.00e-04
iter  4809 | steps 2,462,208 | sps   2329 | ep_rew   172.82 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0004 | ent -0.9971 | kl 0.000010 | ev  0.985 | lr 1.00e-04
iter  4810 | steps 2,462,720 | sps   2543 | ep_rew    53.00 | ep_len    593 | n_eps    2 | pol -0.0008 | val  0.0116 | ent -0.9800 | kl 0.000097 | ev  0.718 | lr 1.00e-04
iter  4811 | steps 2,463,232 | sps   2579 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0008 | ent -0.9547 | kl 0.000148 | ev  0.977 | lr 1.00e-04
iter  4812 | steps 2,463,744 | sps   2304 | ep_rew   104.92 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0027 | ent -0.9503 | kl 0.000072 | ev  0.875 | lr 1.00e-04
iter  4813 | steps 2,464,256 | sps   2506 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0012 | ent -0.9416 | kl 0.000053 | ev  0.437 | lr 1.00e-04
iter  4814 | steps 2,464,768 | sps   2501 | ep_rew   145.68 | ep_len   1001 | n_eps    1 | pol -0.0015 | val  0.0010 | ent -0.9733 | kl 0.000162 | ev  0.970 | lr 1.00e-04
iter  4815 | steps 2,465,280 | sps   2501 | ep_rew    48.38 | ep_len    158 | n_eps    1 | pol -0.0004 | val  0.0060 | ent -0.9568 | kl 0.000129 | ev  0.809 | lr 1.00e-04
iter  4816 | steps 2,465,792 | sps   2490 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0013 | ent -0.9717 | kl 0.000100 | ev  0.227 | lr 1.00e-04
iter  4817 | steps 2,466,304 | sps   2343 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0002 | ent -0.9694 | kl 0.000101 | ev  0.692 | lr 1.00e-04
iter  4818 | steps 2,466,816 | sps   2504 | ep_rew   116.24 | ep_len   1001 | n_eps    2 | pol -0.0013 | val  0.0013 | ent -0.9470 | kl 0.000045 | ev  0.966 | lr 1.00e-04
iter  4819 | steps 2,467,328 | sps   2523 | ep_rew   152.71 | ep_len   1001 | n_eps    1 | pol -0.0006 | val  0.0021 | ent -0.8837 | kl 0.000134 | ev  0.938 | lr 1.00e-04
iter  4820 | steps 2,467,840 | sps   2470 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0009 | ent -0.9005 | kl 0.000069 | ev  0.971 | lr 1.00e-04
iter  4821 | steps 2,468,352 | sps   2343 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0004 | ent -0.9403 | kl 0.000007 | ev  0.883 | lr 1.00e-04
iter  4822 | steps 2,468,864 | sps   2401 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0000 | val  0.0001 | ent -0.8799 | kl 0.000002 | ev  0.960 | lr 1.00e-04
iter  4823 | steps 2,469,376 | sps   2489 | ep_rew   106.55 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0005 | ent -0.9177 | kl 0.000011 | ev  0.968 | lr 1.00e-04
iter  4824 | steps 2,469,888 | sps   2429 | ep_rew    24.46 | ep_len    153 | n_eps    1 | pol -0.0006 | val  0.0088 | ent -0.8795 | kl 0.000056 | ev  0.775 | lr 1.00e-04
iter  4825 | steps 2,470,400 | sps   2352 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0008 | ent -0.8821 | kl 0.000045 | ev  0.748 | lr 1.00e-04
iter  4826 | steps 2,470,912 | sps   2534 | ep_rew   152.26 | ep_len   1001 | n_eps    2 | pol -0.0001 | val  0.0011 | ent -0.8991 | kl 0.000012 | ev  0.977 | lr 1.00e-04
iter  4827 | steps 2,471,424 | sps   2362 | ep_rew   113.24 | ep_len   1001 | n_eps    1 | pol -0.0001 | val  0.0014 | ent -0.9024 | kl 0.000010 | ev  0.965 | lr 1.00e-04
iter  4828 | steps 2,471,936 | sps   2364 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0018 | ent -0.9153 | kl 0.000030 | ev  0.892 | lr 1.00e-04
iter  4829 | steps 2,472,448 | sps   2369 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0003 | val  0.0008 | ent -0.9267 | kl 0.000008 | ev  0.494 | lr 1.00e-04
iter  4830 | steps 2,472,960 | sps   2309 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0002 | ent -0.8960 | kl 0.000001 | ev  0.899 | lr 1.00e-04
iter  4831 | steps 2,473,472 | sps   2371 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0006 | val  0.0000 | ent -0.9081 | kl 0.000031 | ev  0.949 | lr 1.00e-04
iter  4832 | steps 2,473,984 | sps   2429 | ep_rew   149.34 | ep_len    882 | n_eps    2 | pol -0.0001 | val  0.0068 | ent -0.9293 | kl 0.000021 | ev  0.879 | lr 1.00e-04
iter  4833 | steps 2,474,496 | sps   2432 | ep_rew    19.99 | ep_len    214 | n_eps    1 | pol -0.0004 | val  0.0079 | ent -0.9560 | kl 0.000008 | ev  0.796 | lr 1.00e-04
iter  4834 | steps 2,475,008 | sps   2564 | ep_rew   135.55 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0011 | ent -0.9820 | kl 0.000021 | ev  0.969 | lr 1.00e-04
iter  4835 | steps 2,475,520 | sps   2300 | ep_rew   144.52 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0036 | ent -0.9463 | kl 0.000029 | ev  0.897 | lr 1.00e-04
iter  4836 | steps 2,476,032 | sps   2542 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0007 | ent -0.8986 | kl 0.000029 | ev  0.915 | lr 1.00e-04
iter  4837 | steps 2,476,544 | sps   2109 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0000 | ent -0.9549 | kl 0.000005 | ev  0.817 | lr 1.00e-04
iter  4838 | steps 2,477,056 | sps   2409 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0007 | val  0.0000 | ent -0.9523 | kl 0.000041 | ev  0.923 | lr 1.00e-04
iter  4839 | steps 2,477,568 | sps   2534 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0000 | ent -0.9446 | kl 0.000137 | ev  0.892 | lr 1.00e-04
iter  4840 | steps 2,478,080 | sps   2499 | ep_rew   147.90 | ep_len   1001 | n_eps    1 | pol  0.0002 | val  0.0004 | ent -0.9331 | kl 0.000031 | ev  0.990 | lr 1.00e-04
iter  4841 | steps 2,478,592 | sps   2048 | ep_rew   145.27 | ep_len   1001 | n_eps    2 | pol -0.0007 | val  0.0013 | ent -0.9208 | kl 0.000023 | ev  0.936 | lr 1.00e-04
iter  4842 | steps 2,479,104 | sps   2584 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0023 | val  0.0012 | ent -0.9390 | kl 0.000189 | ev  0.960 | lr 1.00e-04
iter  4843 | steps 2,479,616 | sps   2529 | ep_rew   118.34 | ep_len    487 | n_eps    3 | pol -0.0009 | val  0.0162 | ent -0.8202 | kl 0.000188 | ev  0.750 | lr 1.00e-04
iter  4844 | steps 2,480,128 | sps   2596 | ep_rew     9.13 | ep_len    158 | n_eps    1 | pol -0.0004 | val  0.0132 | ent -0.9239 | kl 0.000052 | ev  0.783 | lr 1.00e-04
iter  4845 | steps 2,480,640 | sps   2541 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0042 | ent -0.9142 | kl 0.000015 | ev  0.376 | lr 1.00e-04
iter  4846 | steps 2,481,152 | sps   2514 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0000 | val  0.0002 | ent -0.9910 | kl 0.000011 | ev  0.753 | lr 1.00e-04
iter  4847 | steps 2,481,664 | sps   2103 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0000 | ent -1.0122 | kl 0.000013 | ev  0.958 | lr 1.00e-04
iter  4848 | steps 2,482,176 | sps   2537 | ep_rew   121.89 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0014 | ent -0.9597 | kl 0.000022 | ev  0.957 | lr 1.00e-04
iter  4849 | steps 2,482,688 | sps   2534 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0016 | ent -0.9873 | kl 0.000042 | ev  0.119 | lr 1.00e-04
iter  4850 | steps 2,483,200 | sps   2524 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0000 | ent -0.9966 | kl 0.000028 | ev  0.868 | lr 1.00e-04
iter  4851 | steps 2,483,712 | sps   2551 | ep_rew   157.68 | ep_len   1001 | n_eps    2 | pol -0.0011 | val  0.0010 | ent -0.9695 | kl 0.000109 | ev  0.973 | lr 1.00e-04
iter  4852 | steps 2,484,224 | sps   2518 | ep_rew    69.67 | ep_len    597 | n_eps    2 | pol -0.0006 | val  0.0160 | ent -0.9051 | kl 0.000149 | ev  0.813 | lr 1.00e-04
iter  4853 | steps 2,484,736 | sps   2301 | ep_rew    14.55 | ep_len    121 | n_eps    1 | pol -0.0017 | val  0.0137 | ent -0.9818 | kl 0.000039 | ev  0.785 | lr 1.00e-04
iter  4854 | steps 2,485,248 | sps   2521 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0003 | val  0.0013 | ent -0.9827 | kl 0.000018 | ev  0.702 | lr 1.00e-04
iter  4855 | steps 2,485,760 | sps   2467 | ep_rew   167.08 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0003 | ent -1.0011 | kl 0.000026 | ev  0.691 | lr 1.00e-04
iter  4856 | steps 2,486,272 | sps   2505 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0017 | val  0.0006 | ent -0.9809 | kl 0.000104 | ev  0.987 | lr 1.00e-04
iter  4857 | steps 2,486,784 | sps   2453 | ep_rew    27.00 | ep_len    194 | n_eps    1 | pol -0.0005 | val  0.0080 | ent -0.9548 | kl 0.000067 | ev  0.824 | lr 1.00e-04
iter  4858 | steps 2,487,296 | sps   2546 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0002 | val  0.0018 | ent -0.9630 | kl 0.000039 | ev  0.505 | lr 1.00e-04
iter  4859 | steps 2,487,808 | sps   2527 | ep_rew   159.76 | ep_len   1001 | n_eps    1 | pol  0.0001 | val  0.0007 | ent -0.9455 | kl 0.000016 | ev  0.974 | lr 1.00e-04
iter  4860 | steps 2,488,320 | sps   2169 | ep_rew   140.84 | ep_len   1001 | n_eps    1 | pol -0.0005 | val  0.0016 | ent -0.8943 | kl 0.000021 | ev  0.953 | lr 1.00e-04
iter  4861 | steps 2,488,832 | sps   2529 | ep_rew   175.34 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0013 | ent -0.8770 | kl 0.000022 | ev  0.949 | lr 1.00e-04
iter  4862 | steps 2,489,344 | sps   2502 | ep_rew   143.36 | ep_len    222 | n_eps    2 | pol -0.0006 | val  0.0103 | ent -0.7677 | kl 0.000017 | ev  0.637 | lr 1.00e-04
iter  4863 | steps 2,489,856 | sps   2213 | ep_rew   122.23 | ep_len    298 | n_eps    2 | pol -0.0004 | val  0.0120 | ent -0.8664 | kl 0.000062 | ev  0.763 | lr 1.00e-04
iter  4864 | steps 2,490,368 | sps   2408 | ep_rew    26.81 | ep_len    166 | n_eps    1 | pol -0.0002 | val  0.0101 | ent -0.8957 | kl 0.000013 | ev  0.756 | lr 1.00e-04
iter  4865 | steps 2,490,880 | sps   2320 | ep_rew   128.25 | ep_len   1001 | n_eps    1 | pol -0.0002 | val  0.0021 | ent -0.8978 | kl 0.000015 | ev  0.938 | lr 1.00e-04
iter  4866 | steps 2,491,392 | sps   2308 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0011 | ent -0.9436 | kl 0.000014 | ev  0.648 | lr 1.00e-04
iter  4867 | steps 2,491,904 | sps   2411 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0001 | val  0.0001 | ent -0.9700 | kl 0.000017 | ev  0.935 | lr 1.00e-04
iter  4868 | steps 2,492,416 | sps   2414 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0000 | ent -0.9745 | kl 0.000077 | ev  0.968 | lr 1.00e-04
iter  4869 | steps 2,492,928 | sps   2136 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0011 | val  0.0000 | ent -0.9769 | kl 0.000169 | ev  0.964 | lr 1.00e-04
iter  4870 | steps 2,493,440 | sps   2518 | ep_rew   102.55 | ep_len   1001 | n_eps    2 | pol  0.0002 | val  0.0009 | ent -0.9765 | kl 0.000056 | ev  0.902 | lr 1.00e-04
iter  4871 | steps 2,493,952 | sps   2585 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0008 | val  0.0009 | ent -0.9839 | kl 0.000054 | ev  0.979 | lr 1.00e-04
iter  4872 | steps 2,494,464 | sps   2532 | ep_rew   145.56 | ep_len   1001 | n_eps    1 | pol -0.0003 | val  0.0056 | ent -0.9231 | kl 0.000023 | ev  0.684 | lr 1.00e-04
iter  4873 | steps 2,494,976 | sps   2530 | ep_rew    95.03 | ep_len   1001 | n_eps    1 | pol -0.0004 | val  0.0025 | ent -0.8770 | kl 0.000037 | ev  0.918 | lr 1.00e-04
iter  4874 | steps 2,495,488 | sps   2081 | ep_rew   201.15 | ep_len    448 | n_eps    1 | pol -0.0003 | val  0.0070 | ent -0.8830 | kl 0.000018 | ev  0.840 | lr 1.00e-04
iter  4875 | steps 2,496,000 | sps   2525 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0009 | val  0.0014 | ent -0.9855 | kl 0.000038 | ev  0.595 | lr 1.00e-04
iter  4876 | steps 2,496,512 | sps   2521 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0005 | val  0.0000 | ent -1.0014 | kl 0.000049 | ev  0.941 | lr 1.00e-04
iter  4877 | steps 2,497,024 | sps   2509 | ep_rew      nan | ep_len    nan | n_eps    0 | pol  0.0003 | val  0.0000 | ent -1.0016 | kl 0.000011 | ev  0.946 | lr 1.00e-04
iter  4878 | steps 2,497,536 | sps   2519 | ep_rew   177.25 | ep_len   1001 | n_eps    1 | pol -0.0007 | val  0.0003 | ent -1.0000 | kl 0.000022 | ev  0.954 | lr 1.00e-04
iter  4879 | steps 2,498,048 | sps   2548 | ep_rew      nan | ep_len    nan | n_eps    0 | pol -0.0004 | val  0.0006 | ent -0.9892 | kl 0.000043 | ev  0.980 | lr 1.00e-04
iter  4880 | steps 2,498,560 | sps   2328 | ep_rew   149.23 | ep_len   1001 | n_eps    2 | pol -0.0006 | val  0.0054 | ent -0.8891 | kl 0.000084 | ev  0.854 | lr 1.00e-04
iter  4881 | steps 2,499,072 | sps   2532 | ep_rew   148.52 | ep_len    359 | n_eps    1 | pol -0.0003 | val  0.0097 | ent -0.9022 | kl 0.000022 | ev  0.722 | lr 1.00e-04
